	Age	Education	Marital_Status	Income	Children	daysCustomerFor	Recency	Wines	Fruits	Meat	Fish	Sweets	Total_Spent	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	PurchaseNum	NumStorePurchases	NumWebVisitsMonth	Total_campaigns_accepted	Complain	Cust_Seniority	Clusters
244	64	UG	Married	61074.0	1	841	37	789	0	133	0	28	1102	152	7	11	5	24	8	7	0	0	Old	0
245	58	PG	Married	31686.0	2	214	31	11	0	5	0	0	17	1	2	1	0	4	3	6	0	0	New	4
246	50	UG	Married	80134.0	1	565	40	1218	16	272	104	0	1690	80	2	5	3	14	6	6	4	0	Old	3
247	69	UG	Married	75027.0	1	461	74	925	64	179	133	12	1390	77	2	9	4	19	6	5	0	0	Old	3
248	34	PG	Married	67546.0	0	827	90	864	134	768	150	38	2126	172	1	4	10	19	5	3	0	0	Old	3
249	53	PG	Married	65176.0	1	768	57	960	28	183	220	70	1531	70	4	9	6	21	6	6	0	0	Old	3
250	47	PG	Single	31160.0	1	446	59	16	3	25	6	1	64	13	2	2	0	5	3	8	0	0	Old	2
251	37	UG	Single	29938.0	1	405	52	3	3	7	0	2	26	11	2	1	0	4	3	6	0	0	Old	2
252	48	UG	Single	102692.0	0	581	5	168	148	444	32	172	1112	148	1	6	9	28	13	2	5	0	Old	3
253	64	UG	Married	26490.0	0	805	92	45	47	52	21	20	210	25	2	3	1	9	5	6	0	0	Old	2
254	55	UG	Married	75702.0	2	829	77	650	28	353	45	42	1148	30	5	4	6	21	11	8	0	0	Old	0
255	48	PG	Single	30899.0	1	784	35	24	0	8	0	0	33	1	2	1	0	4	3	6	0	0	Old	2
256	61	PG	Married	63342.0	1	781	48	918	21	118	13	10	1101	21	3	8	3	16	5	6	1	0	Old	0
257	58	UG	Single	45989.0	1	775	97	138	33	87	28	24	322	12	4	3	2	12	7	3	0	0	Old	2
258	58	UG	Single	18701.0	2	609	95	12	4	2	10	6	44	10	4	2	0	6	4	5	0	0	Old	2
259	65	PG	Single	40737.0	3	481	24	11	0	4	0	0	17	2	1	1	0	3	2	8	0	0	Old	2
260	43	UG	Single	15287.0	1	787	60	1	2	8	4	3	31	13	2	1	1	4	2	7	2	0	Old	2
261	54	PG	Single	69674.0	2	563	46	554	41	215	11	0	845	24	3	10	2	22	10	5	0	0	Old	0
262	52	PG	Married	44159.0	1	172	85	167	2	62	24	13	275	7	4	4	1	11	6	5	0	0	New	4
263	44	PG	Married	37717.0	1	743	31	9	0	6	4	1	25	5	1	1	0	3	2	9	0	0	Old	2
264	70	PG	Married	43776.0	2	644	9	177	2	71	3	2	275	20	6	5	2	11	4	8	1	0	Old	0
265	56	PG	Married	38179.0	2	632	30	38	4	22	4	2	90	20	4	3	1	7	3	7	0	0	Old	2
266	59	UG	Married	80124.0	0	163	47	483	84	398	205	84	1495	241	1	3	7	18	8	1	1	0	New	1
267	52	PG	Married	38097.0	2	782	70	77	2	35	0	1	184	69	4	3	2	7	2	7	2	0	Old	2
268	52	UG	Married	72940.0	0	535	13	182	74	298	162	149	981	116	1	3	3	12	6	1	0	0	Old	3
269	52	UG	Married	22070.0	1	605	11	10	7	19	8	2	67	21	2	2	2	6	2	6	0	0	Old	2
270	69	UG	Single	69267.0	0	805	31	778	44	499	95	73	1635	146	2	3	4	12	5	7	1	0	Old	3
271	39	PG	Single	31788.0	1	261	15	16	7	23	0	8	60	6	3	3	0	7	4	5	0	1	New	4
272	47	PG	Married	61905.0	1	248	2	167	0	43	6	2	231	13	2	4	2	10	4	5	0	0	New	4
273	62	UG	Married	29315.0	2	185	55	13	2	14	8	7	48	4	4	2	0	6	4	6	0	0	New	4
274	59	UG	Single	33378.0	2	552	38	33	6	40	3	7	99	10	3	2	0	6	4	7	0	0	Old	2
275	59	PG	Married	66313.0	1	446	86	625	7	99	10	22	770	7	2	6	3	21	12	4	0	0	Old	0
276	66	UG	Single	60714.0	0	688	56	216	162	224	101	92	957	162	2	7	4	21	10	5	1	0	Old	3
277	41	PG	Married	77882.0	0	220	29	68	129	396	188	22	818	15	1	3	3	11	5	1	0	0	New	1
278	36	PG	Single	69867.0	0	670	30	196	0	512	33	130	925	54	1	3	5	16	8	1	2	0	Old	3
279	54	PG	Single	63841.0	1	594	64	635	15	100	20	7	908	131	1	9	3	21	9	6	0	0	Old	0
280	41	UG	Married	24480.0	1	399	46	4	19	9	28	25	102	17	3	3	0	7	4	7	0	0	Old	2
281	46	UG	Married	51369.0	1	772	84	297	7	79	0	11	576	182	2	8	2	14	4	8	0	0	Old	0
282	76	UG	Married	37760.0	0	827	20	84	5	38	150	12	317	28	2	4	1	11	6	7	0	0	Old	2
283	48	PG	Married	65640.0	1	337	74	204	7	149	20	15	461	66	1	5	1	14	8	2	0	0	New	4
284	47	PG	Married	44319.0	2	233	18	26	0	8	0	0	37	3	2	2	0	5	3	5	0	0	New	4
285	48	UG	Married	30631.0	1	364	75	15	6	20	4	5	70	20	1	3	1	6	2	7	0	0	New	4
286	70	UG	Married	75278.0	0	676	17	304	98	230	150	74	930	74	1	6	3	22	13	3	0	0	Old	3
287	66	PG	Married	50898.0	2	492	88	285	28	242	55	114	859	135	13	6	2	20	12	5	0	0	Old	0
288	56	UG	Single	79946.0	0	1	19	395	183	565	166	141	1478	28	1	5	11	21	5	3	0	0	New	1
289	73	PG	Single	35416.0	0	541	62	248	3	81	4	3	390	51	3	7	1	13	5	8	0	0	Old	0
290	38	UG	Married	32414.0	0	608	11	20	6	5	0	9	52	12	1	1	0	4	3	7	1	0	Old	2
291	53	UG	Married	38361.0	1	344	74	39	0	56	20	8	137	14	3	3	1	7	3	7	0	0	New	4
292	42	UG	Married	82497.0	0	766	32	777	129	573	216	21	1919	203	1	2	7	18	9	4	1	0	Old	3
293	51	UG	Married	16626.0	2	325	76	8	3	22	21	1	68	13	3	3	0	6	3	9	0	0	New	4
294	57	UG	Married	29672.0	2	368	6	9	1	3	0	4	25	8	1	0	0	3	3	6	0	0	New	4
295	70	PG	Married	55951.0	1	835	62	1241	0	80	0	13	1374	40	3	3	6	20	11	8	2	0	Old	0
296	34	UG	Single	35388.0	1	521	20	6	4	7	4	3	32	8	1	1	0	4	3	7	0	0	Old	2
297	36	PG	Married	42386.0	1	692	43	65	4	16	0	4	100	11	1	3	0	6	3	8	0	0	Old	2
298	40	UG	Single	68627.0	0	370	45	395	15	263	60	54	825	38	1	2	3	11	6	1	0	0	New	1
299	57	PG	Single	57912.0	1	264	34	801	0	80	0	0	916	35	5	8	3	23	12	5	1	0	New	0
300	64	UG	Single	35246.0	2	234	53	36	0	12	2	2	62	10	4	3	1	7	3	5	0	0	New	4
301	66	UG	Married	58821.0	1	361	44	513	14	154	19	0	728	28	1	9	2	20	9	6	0	0	New	1
302	44	PG	Married	46377.0	1	337	89	37	0	46	4	3	90	0	1	2	1	6	3	4	0	0	New	4
303	34	UG	Single	39747.0	1	237	43	80	15	93	20	13	273	52	3	5	1	10	4	8	0	0	New	4
304	38	UG	Married	23976.0	1	344	68	14	1	21	2	3	66	25	3	3	1	7	3	7	0	0	New	4
305	61	PG	Married	80950.0	0	618	44	525	147	112	219	147	1213	63	1	6	7	22	9	2	1	0	Old	3
306	56	UG	Single	27038.0	0	809	64	1	26	25	17	23	107	15	1	3	0	6	3	9	1	0	Old	2
307	75	UG	Single	77457.0	0	217	85	675	11	400	15	45	1157	11	1	2	5	17	10	1	1	0	New	1
308	58	PG	Married	64100.0	1	423	93	509	0	27	0	0	546	10	1	8	3	17	6	7	1	0	Old	0
309	30	PG	Married	42670.0	0	588	12	154	2	46	20	4	241	15	1	4	2	10	4	4	0	0	Old	2
310	46	UG	Single	12571.0	1	322	86	3	5	14	2	12	53	17	4	3	1	7	3	6	0	0	New	4
311	55	UG	Married	22574.0	3	404	28	25	0	8	2	0	37	2	2	2	0	5	3	7	0	0	Old	2
312	33	UG	Married	51381.5	0	640	69	861	138	461	60	30	1611	61	1	6	5	23	12	3	2	0	Old	3
313	46	PG	Single	70893.0	0	552	42	768	44	561	77	44	1508	14	1	6	6	22	10	3	0	0	Old	3
314	56	UG	Married	54198.0	2	354	13	185	0	28	3	2	235	17	6	3	1	10	6	4	0	0	New	4
315	66	PG	Married	28839.0	2	33	86	24	0	7	0	0	32	1	2	2	0	5	3	5	0	0	New	4
316	50	UG	Married	40321.0	2	495	59	44	4	21	6	0	102	27	2	3	0	6	3	7	0	0	Old	2
317	37	UG	Single	66503.0	1	844	30	91	64	128	65	3	401	50	2	4	3	13	6	3	0	0	Old	2
318	71	UG	Married	30833.0	2	508	33	11	0	7	3	1	28	6	2	1	0	4	3	5	0	0	Old	2
319	52	UG	Single	51381.5	3	470	67	738	20	172	52	50	1052	20	6	2	3	15	10	7	2	0	Old	0
320	51	UG	Married	64795.0	1	688	23	412	5	119	38	29	680	77	3	3	3	18	12	2	0	0	Old	0
321	48	UG	Married	34421.0	1	698	81	3	3	7	6	2	30	9	1	1	0	3	2	7	0	0	Old	2
322	57	PG	Single	47025.0	2	95	6	16	0	3	0	0	20	1	1	1	0	3	2	7	0	0	New	4
323	61	PG	Single	64325.0	1	522	41	731	60	353	78	12	1307	73	5	10	3	18	5	7	0	0	Old	0
324	69	UG	Single	40464.0	1	400	78	424	17	118	7	23	630	41	6	8	2	18	8	8	0	0	Old	0
325	65	UG	Married	62187.0	0	578	49	792	0	275	45	45	1283	126	1	4	8	17	5	3	0	0	Old	3
326	46	PG	Single	14849.0	1	667	39	21	2	28	3	2	65	9	3	2	0	6	4	8	0	0	Old	2
327	38	UG	Married	27255.0	1	513	3	22	1	11	0	1	37	2	1	1	0	4	3	7	0	0	Old	2
328	72	PG	Married	54432.0	3	457	37	33	0	5	0	0	38	0	1	1	0	4	3	4	0	0	Old	2
329	36	PG	Single	29999.0	1	661	22	68	7	59	10	5	160	11	4	3	1	8	4	8	0	0	Old	2
330	39	UG	Single	24072.0	1	599	79	9	1	6	3	0	23	4	1	1	0	3	2	8	0	0	Old	2
331	33	PG	Single	33996.0	0	392	46	40	2	15	8	0	71	6	1	1	1	5	3	4	0	0	Old	2
332	66	PG	Married	66334.0	1	642	82	909	11	218	0	0	1161	23	2	9	3	17	5	5	1	0	Old	0
333	51	PG	Married	35178.0	1	431	10	23	1	13	2	2	59	18	1	1	1	4	2	7	2	0	Old	2
334	39	UG	Married	22010.0	1	524	51	11	2	9	3	0	33	8	2	2	0	5	3	8	0	0	Old	2
335	62	UG	Single	62204.0	2	727	38	317	46	247	151	46	946	139	1	4	5	21	12	3	0	0	Old	3
336	54	UG	Single	75693.0	0	907	10	797	153	293	72	97	1442	30	1	11	4	21	6	4	4	0	Old	3
337	50	UG	Married	30675.0	1	725	14	10	2	16	11	2	62	21	1	1	0	4	3	8	0	0	Old	2
338	57	UG	Married	83003.0	0	643	18	856	61	570	40	25	1674	122	1	7	6	21	8	3	2	0	Old	3
339	123	PG	Married	83532.0	0	436	36	755	144	562	104	64	1853	224	1	4	6	14	4	1	1	0	Old	3
340	34	UG	Single	68655.0	0	789	95	456	19	832	75	118	1538	38	1	4	5	20	11	3	0	0	Old	3
341	36	UG	Single	41411.0	0	512	11	37	32	38	11	3	139	18	1	2	1	7	4	6	0	0	Old	2
342	53	PG	Married	55212.0	1	743	65	1103	0	45	0	0	1182	34	3	4	2	17	11	8	2	0	Old	0
343	72	PG	Married	59292.0	1	541	71	378	14	68	19	14	507	14	2	3	5	16	8	3	0	0	Old	0
344	49	UG	Married	27190.0	1	478	13	1	6	7	0	1	18	3	1	1	0	3	2	8	2	0	Old	2
345	70	UG	Single	82623.0	0	421	58	204	34	204	172	153	940	173	1	2	9	15	4	1	0	0	Old	3
346	57	UG	Married	44300.0	2	531	65	30	0	9	0	0	42	3	2	1	0	4	3	6	0	0	Old	2
347	52	UG	Single	84835.0	0	173	0	189	104	379	111	189	1190	218	1	4	4	14	6	1	1	0	New	1
348	51	UG	Single	30372.0	2	711	33	15	0	12	7	3	44	7	3	2	0	5	3	7	0	0	Old	2
349	46	PG	Married	33181.0	1	280	90	9	0	3	0	0	16	4	1	1	0	3	2	6	1	0	New	4
350	65	UG	Married	71113.0	1	354	95	495	33	255	11	33	835	8	4	6	7	22	9	4	0	0	New	1
351	36	UG	Married	71952.0	1	431	93	656	80	455	52	107	1443	93	2	8	4	20	8	4	2	0	Old	3
352	56	PG	Single	69759.0	0	404	38	452	20	514	13	30	1029	0	3	4	6	15	5	3	1	0	Old	3
353	48	UG	Married	72099.0	0	770	18	546	91	410	119	0	1188	22	1	3	4	17	10	1	0	0	Old	3
354	46	PG	Single	60000.0	1	714	57	1048	0	217	0	0	1277	12	5	11	3	19	5	6	0	0	Old	0
355	44	UG	Single	38643.0	2	372	45	22	2	14	0	1	49	10	2	2	0	5	3	7	0	1	New	4
356	67	UG	Married	50737.0	1	396	61	78	0	11	0	0	99	10	1	2	0	6	4	6	1	0	Old	2
357	53	PG	Married	68462.0	0	724	6	561	64	785	84	128	1670	48	1	3	3	14	8	1	0	0	Old	3
358	79	PG	Married	65073.0	0	473	65	629	17	177	69	0	900	8	1	5	3	13	5	2	0	1	Old	0
359	74	PG	Married	46681.0	2	483	52	269	15	69	15	19	425	38	2	4	6	14	4	5	0	0	Old	0
360	65	UG	Married	78618.0	0	799	87	736	163	818	212	163	2153	61	1	4	7	21	10	2	1	0	Old	3
361	53	PG	Single	62187.0	1	259	38	512	0	83	0	0	636	41	3	6	2	18	10	4	0	0	New	4
362	44	UG	Married	28442.0	2	285	53	19	3	10	11	8	57	6	3	2	1	7	4	4	0	0	New	4
363	44	PG	Married	37717.0	1	743	31	9	0	6	4	1	25	5	1	1	0	3	2	9	0	0	Old	2
364	55	UG	Married	51479.0	2	708	67	247	8	160	6	8	494	65	7	6	3	15	6	7	0	0	Old	0
365	53	UG	Single	54803.0	1	837	65	404	0	92	28	27	693	142	2	6	2	17	9	4	0	0	Old	0
366	62	UG	Married	79530.0	0	568	64	333	0	815	129	42	1348	29	1	4	10	25	11	2	0	0	Old	3
367	46	UG	Single	31615.0	1	630	82	2	3	20	6	11	51	9	2	2	0	5	3	7	0	0	Old	2
368	60	UG	Married	72025.0	0	749	27	833	33	549	151	133	1932	233	1	4	3	15	8	3	0	0	Old	3
369	47	PG	Single	52614.0	1	1059	63	789	0	142	12	9	990	38	2	2	4	14	8	8	0	0	Old	0
370	38	UG	Married	35684.0	1	228	66	10	4	7	0	6	30	3	1	1	0	4	3	6	0	0	New	4
371	47	UG	Married	48178.0	2	769	69	159	4	45	6	2	254	38	6	5	1	10	4	8	0	0	Old	2
372	52	PG	Single	29548.0	1	464	52	7	1	6	3	1	29	11	1	1	1	4	2	4	1	0	Old	2
373	56	UG	Single	63810.0	1	755	45	977	12	253	16	12	1371	101	4	4	3	19	12	8	1	0	Old	0
374	50	PG	Single	38578.0	2	532	2	38	4	22	3	3	73	3	3	3	0	6	3	8	1	0	Old	2
375	47	PG	Single	46098.0	2	840	86	57	0	27	0	0	120	36	4	3	2	7	2	8	0	0	Old	2
376	52	UG	Single	22585.0	0	628	23	3	9	15	13	2	81	39	1	1	1	4	2	9	2	0	Old	2
377	33	UG	Single	30279.0	1	706	13	10	4	14	4	4	37	1	1	1	0	4	3	8	0	0	Old	2
378	61	PG	Married	66426.0	1	664	14	1043	24	97	32	24	1377	157	2	3	5	18	10	6	0	0	Old	0
379	53	UG	Single	30822.0	1	540	92	3	9	13	2	12	51	12	1	1	0	4	3	7	0	0	Old	2
380	53	PG	Married	33581.0	2	492	38	11	0	5	0	0	17	1	1	1	0	3	2	8	0	0	Old	2
381	37	UG	Married	19986.0	1	387	74	3	6	5	0	2	22	6	1	0	0	3	3	7	0	0	Old	2
382	68	UG	Single	27421.0	0	724	14	43	12	96	78	40	324	55	3	4	1	11	6	7	0	0	Old	2
383	49	UG	Married	35688.0	3	836	94	73	3	90	12	1	211	32	7	4	1	9	4	8	0	0	Old	2
384	41	PG	Single	36143.0	1	251	33	12	0	1	0	0	19	6	1	0	1	3	2	3	0	0	New	4
385	51	UG	Single	10245.0	1	570	32	4	7	7	6	4	41	13	3	1	2	5	2	5	0	0	Old	2
386	54	PG	Married	43795.0	1	416	11	314	11	53	4	3	492	107	3	7	3	14	4	7	2	0	Old	0
387	62	UG	Married	63381.0	1	940	78	571	50	142	33	50	1005	159	4	4	5	22	13	2	0	0	Old	3
388	73	UG	Married	38823.0	1	828	56	70	0	11	2	8	114	23	1	2	1	6	3	6	0	0	Old	2
389	54	PG	Single	83664.0	2	488	57	866	21	151	28	21	1173	86	3	2	2	16	12	5	0	0	Old	0
390	43	UG	Married	90300.0	0	280	7	594	134	786	33	134	1738	57	0	5	6	19	8	1	1	0	New	1
391	43	PG	Married	62499.0	1	450	0	140	4	61	0	13	222	4	2	3	1	10	6	4	0	0	Old	2
392	29	UG	Single	74293.0	0	245	66	375	152	335	93	91	1127	81	1	5	4	15	6	2	0	0	New	1
393	76	PG	Married	51012.0	0	597	86	102	9	63	2	9	209	24	1	4	1	9	4	6	0	0	Old	2
394	54	PG	Married	70777.0	1	284	80	554	35	113	0	7	787	78	3	5	3	20	12	3	0	0	New	1
395	31	PG	Married	68682.0	0	544	56	919	0	505	99	30	1598	45	1	4	9	23	10	2	0	0	Old	3
396	51	UG	Married	43824.0	2	812	18	96	1	42	12	3	186	32	4	3	1	8	4	8	0	0	Old	2
397	38	UG	Married	15345.0	1	827	51	5	2	16	3	2	47	19	2	1	1	4	2	8	1	0	Old	2
398	35	UG	Single	23442.0	1	712	71	2	0	6	8	6	27	5	1	1	0	4	3	7	0	0	Old	2
399	42	UG	Married	14515.0	1	816	71	6	4	9	6	36	96	35	4	2	2	7	3	7	1	0	Old	2
400	66	UG	Single	31395.0	2	623	80	23	1	25	0	8	64	7	4	2	1	6	3	6	0	0	Old	2
401	57	UG	Married	75276.0	0	800	2	610	105	125	137	42	1040	21	1	9	4	22	9	5	0	0	Old	3
402	48	UG	Single	42373.0	2	478	83	67	5	61	3	8	163	19	5	2	1	8	5	5	0	0	Old	2
403	62	UG	Married	30507.0	0	398	29	65	36	74	38	20	343	110	1	5	1	10	4	7	0	0	Old	2
404	67	PG	Single	55521.0	3	410	11	416	0	26	0	0	446	4	9	6	3	15	6	7	2	0	Old	0
405	57	UG	Married	48006.0	2	91	55	23	0	11	3	2	41	2	1	1	0	4	3	6	0	0	New	4
406	50	PG	Single	27213.0	1	828	19	19	3	26	10	9	70	3	3	2	0	6	4	8	1	0	Old	2
407	51	PG	Single	65808.0	2	190	1	155	7	80	13	7	272	10	3	5	1	11	5	6	0	0	New	4
408	48	PG	Married	30351.0	1	548	19	14	0	24	3	3	46	2	1	3	0	5	2	9	0	0	Old	2
409	59	UG	Married	50437.0	2	780	28	370	9	92	6	9	490	4	3	7	1	16	8	7	0	0	Old	0
410	40	UG	Single	23616.0	1	749	76	4	22	11	3	7	79	32	2	3	0	6	3	8	1	0	Old	2
411	46	UG	Married	53858.0	1	816	50	407	53	221	58	150	915	26	4	4	3	13	6	4	0	0	Old	0
412	67	PG	Married	66465.0	1	616	1	1200	0	204	38	29	1485	14	3	11	9	32	12	6	1	0	Old	0
413	35	UG	Single	46923.0	1	836	90	85	44	54	102	78	369	6	3	5	1	13	7	7	0	0	Old	2
414	60	UG	Married	75072.0	1	682	83	583	34	309	0	22	1073	125	2	5	4	17	8	3	0	0	Old	0
415	79	PG	Married	75865.0	0	250	73	483	0	591	156	0	1242	12	1	3	5	18	10	1	0	0	New	1
416	47	UG	Married	19789.0	1	381	24	2	5	9	28	6	78	28	3	2	1	6	3	5	1	0	Old	2
417	28	UG	Married	80134.0	0	295	11	966	26	282	52	26	1378	26	1	2	7	20	11	5	4	0	New	1
418	41	UG	Single	91065.0	0	652	33	822	114	108	179	137	1474	114	1	7	9	25	9	3	3	0	Old	3
419	51	PG	Married	49505.0	2	582	4	604	0	100	19	0	751	28	9	10	2	20	8	8	0	0	Old	0
420	49	PG	Married	37401.0	1	184	14	19	3	19	3	1	48	3	2	2	0	5	3	7	0	0	New	4
421	39	UG	Married	30096.0	1	198	30	5	3	11	12	5	45	9	1	2	0	5	3	6	0	0	New	4
422	40	PG	Married	18492.0	1	214	75	2	2	2	2	1	10	1	1	1	0	3	2	8	0	0	New	4
423	48	PG	Married	82584.0	0	609	26	1076	68	103	29	91	1435	68	1	3	4	15	8	1	3	0	Old	3
424	81	PG	Married	93027.0	0	602	77	1285	42	716	55	0	2119	21	0	7	10	22	5	2	1	0	Old	3
425	69	UG	Married	48686.0	3	603	8	10	0	7	2	0	20	1	1	1	0	3	2	8	0	0	Old	2
426	36	UG	Married	92910.0	0	226	42	551	137	792	179	103	1795	33	1	6	7	26	13	1	3	0	New	1
427	33	UG	Married	75433.0	1	216	28	800	0	297	0	34	1188	57	2	2	5	17	10	6	2	0	New	1
428	33	UG	Married	10404.0	1	245	52	2	2	11	10	6	43	12	2	1	0	5	4	5	0	0	New	4
429	54	UG	Married	61314.0	1	590	1	378	0	189	97	172	1008	172	2	5	5	22	12	3	0	0	Old	3
430	61	PG	Single	84865.0	0	457	1	1248	16	349	43	16	1688	16	1	2	4	15	9	4	5	0	Old	3
431	33	UG	Married	42387.0	1	768	42	235	0	235	19	4	684	191	5	8	1	16	7	8	0	0	Old	0
432	55	UG	Married	67309.0	2	682	76	515	47	181	149	95	1082	95	15	9	6	24	9	7	0	0	Old	0
433	58	UG	Married	75236.0	1	376	27	438	66	400	12	38	1068	114	1	8	3	24	13	4	0	0	New	1
434	52	UG	Single	30015.0	1	307	28	25	0	22	2	3	57	5	2	1	0	5	4	5	0	0	New	4
435	66	PG	Married	50943.0	1	533	49	31	0	7	2	0	46	6	1	1	0	4	3	5	0	0	Old	2
436	56	UG	Single	67272.0	1	350	12	357	35	271	28	28	733	14	3	6	2	20	12	5	0	0	New	1
437	73	PG	Single	51529.0	1	515	14	400	4	35	6	0	467	22	2	9	1	15	5	8	0	0	Old	0
438	51	PG	Married	32011.0	1	471	89	99	0	15	2	1	122	5	3	2	1	7	4	7	0	0	Old	2
439	36	UG	Married	7500.0	1	522	96	1	11	5	4	6	36	9	2	2	0	5	3	8	0	0	Old	2
440	33	UG	Married	28691.0	1	608	56	5	4	13	8	0	34	4	1	1	0	4	3	8	0	0	Old	2
441	74	PG	Married	56223.0	1	351	72	77	28	31	16	0	156	4	2	2	1	8	5	4	0	0	New	4
442	76	UG	Married	18100.0	0	546	14	3	1	2	4	3	14	1	1	0	0	3	3	5	0	0	Old	2
443	33	UG	Single	30279.0	1	706	13	10	4	14	4	4	37	1	1	1	0	4	3	8	0	0	Old	2
444	48	UG	Married	20130.0	0	264	99	0	6	3	7	6	34	12	1	1	0	4	3	8	0	0	New	4
445	63	UG	Single	23295.0	0	511	72	0	0	1	2	12	20	5	1	1	0	3	2	8	0	0	Old	2
446	50	PG	Single	42618.0	1	452	92	76	14	74	13	5	192	10	2	5	0	9	4	8	0	0	Old	2
447	58	UG	Single	81246.0	0	342	87	398	190	537	61	156	1379	37	1	4	5	16	7	1	2	0	New	1
448	46	UG	Married	24027.0	1	456	7	14	7	11	11	0	48	5	2	2	0	5	3	8	0	0	Old	2
449	69	PG	Married	55707.0	1	349	91	208	7	82	30	66	428	35	2	3	2	14	9	3	0	0	New	4
450	67	UG	Single	57959.0	1	669	71	430	16	322	43	24	868	33	5	4	7	22	11	3	0	0	Old	0
451	53	UG	Married	56796.0	1	658	24	656	38	161	62	47	1001	37	3	8	9	24	7	7	0	0	Old	0
452	51	PG	Single	36230.0	1	415	17	14	2	30	8	2	59	3	1	2	0	6	4	5	0	0	Old	2
453	42	UG	Married	70829.0	2	693	87	141	70	106	72	19	431	23	2	4	2	14	8	3	0	0	Old	0
454	46	UG	Married	65991.0	1	880	21	507	19	364	25	47	971	9	3	9	5	24	10	7	0	0	Old	0
455	50	UG	Married	38988.0	3	838	90	164	24	103	12	3	348	42	7	5	1	12	6	8	0	0	Old	0
456	56	UG	Single	89572.0	0	812	44	606	24	974	197	194	2059	64	1	7	7	23	9	4	3	0	Old	3
457	38	PG	Married	42207.0	1	701	71	116	11	72	3	17	265	46	4	4	1	10	5	6	2	0	Old	2
458	70	UG	Married	50300.0	1	195	52	143	15	60	24	23	270	5	2	2	1	11	8	2	0	0	New	4
459	40	UG	Married	66664.0	0	802	78	398	96	447	220	96	1289	32	1	5	7	18	6	3	0	0	Old	3
460	58	UG	Married	60597.0	1	339	2	522	0	257	32	16	893	66	4	2	2	12	8	7	2	0	New	4
461	73	UG	Single	70165.0	0	440	60	161	0	253	199	191	926	122	1	3	7	21	11	1	0	0	Old	3
462	64	PG	Single	50520.0	1	312	25	112	0	6	2	1	135	14	2	3	1	7	3	6	0	0	New	4
463	59	UG	Married	80124.0	0	163	47	483	84	398	205	84	1495	241	1	3	7	18	8	1	1	0	New	1
464	47	UG	Married	33183.0	1	285	46	7	5	39	17	15	120	37	2	4	0	7	3	7	0	0	New	4
465	53	PG	Single	66582.0	0	278	83	789	25	420	16	38	1288	0	1	2	8	19	9	1	0	0	New	1
466	67	PG	Married	75261.0	0	592	17	1239	17	413	23	34	1743	17	1	5	6	16	5	2	3	0	Old	3
467	52	UG	Single	31880.0	1	766	13	4	1	5	2	0	15	3	1	1	0	3	2	8	0	0	Old	2
468	71	UG	Married	53790.0	2	186	86	335	42	127	28	5	542	5	3	7	2	17	8	6	0	0	New	4
469	51	PG	Married	49269.0	1	843	92	639	8	166	11	8	890	58	3	7	3	22	12	7	0	0	Old	0
470	47	UG	Married	61456.0	1	619	47	563	76	384	84	192	1388	89	4	6	10	29	13	4	0	0	Old	3
471	42	UG	Married	37406.0	1	422	18	2	0	8	2	2	17	3	1	1	0	3	2	8	1	0	Old	2
472	41	PG	Married	56937.0	1	972	81	746	8	125	11	8	906	8	7	8	6	23	9	6	2	0	Old	0
473	44	UG	Married	38415.0	2	673	91	22	1	13	4	0	44	4	2	1	0	4	3	7	0	0	Old	2
474	34	UG	Single	20518.0	1	202	58	4	1	6	4	1	25	9	1	1	1	4	2	5	0	0	New	4
475	66	UG	Married	62503.0	1	656	40	478	0	193	110	75	973	117	4	8	3	22	11	5	0	0	Old	0
476	50	PG	Single	41644.0	2	92	67	20	3	4	2	0	31	2	2	1	0	4	3	3	0	0	New	4
477	45	PG	Married	55842.0	1	197	19	451	0	39	0	4	518	24	1	7	1	16	8	5	0	0	New	4
478	50	PG	Married	62010.0	1	774	93	371	22	39	6	0	530	92	4	6	2	15	7	5	0	0	Old	0
479	45	UG	Married	41124.0	1	766	41	281	7	84	15	0	506	119	7	7	3	14	4	8	0	0	Old	0
480	49	PG	Married	38961.0	1	341	60	19	7	19	0	1	70	24	1	2	1	5	2	7	0	0	New	4
481	50	PG	Single	37760.0	1	393	54	26	3	13	2	10	54	0	1	2	0	5	3	6	0	0	Old	2
482	48	UG	Single	32233.0	1	839	26	138	15	35	25	11	296	72	2	6	2	10	2	9	2	0	Old	2
483	47	UG	Married	43057.0	1	402	30	213	2	44	0	2	266	5	4	4	2	11	5	5	0	0	Old	2
484	62	PG	Married	83151.0	0	787	93	407	28	100	120	74	747	18	1	5	9	18	4	3	0	0	Old	3
485	58	PG	Single	78825.0	0	813	35	483	74	114	169	37	895	18	1	5	10	28	13	3	1	0	Old	3
486	46	PG	Married	65104.0	1	387	4	738	0	232	13	20	1053	50	2	3	5	15	7	7	0	0	Old	0
487	48	UG	Married	60093.0	1	528	92	502	12	109	16	6	735	90	2	7	2	19	10	6	0	0	Old	0
488	53	UG	Married	14045.0	1	314	24	11	0	5	2	1	20	1	1	1	0	4	3	7	0	0	New	4
489	70	UG	Single	28457.0	0	769	96	24	1	108	29	29	205	14	1	4	1	9	4	8	0	0	Old	2
490	64	PG	Married	78952.0	1	803	11	1170	19	594	99	76	2092	134	2	2	5	19	12	6	0	0	Old	3
